date,name,description,loss_usd,attack_method,reference,year,ours_match
2024-09-13,OTSea,"Peer-to-peer trading platform OTSea&#39;s staking contract on Ethereum was exploited by an EOA, resulting in the theft of approximately $26,000.",26000.0,Unknown,https://etherscan.io/address/0x000000003704bc4ffb86000046721f44ef3dbabe,2024,WXETA
2024-09-11,Indodax,"Indonesian crypto exchange Indodax suffered an attack a few hours ago, with the hacker stealing various tokens from hot wallets. The total loss is approximately $22 million. According to the analysis by the SlowMist security team, the possibility that the hot wallet has been compromised can be ruled out. It is possible that the withdrawal system has been hacked.",22000000.0,Unknown,https://x.com/SlowMist_Team/status/1833757841880158673,2024,Penpie
2024-09-11,Omnipus,"Omnipus contracts were drained of approximately $30,000 during the OPUS token presale. The attack exploited a vulnerability in which the contracts mistakenly believed the attackers had sent too much ETH and refunded them.",30000.0,Contract Vulnerability,https://x.com/Omnipus_X/status/1833840674602446993,2024,YodlRouter
2024-09-10,Caterpillar Coin,"Caterpillar Coin suffered a flashloan attack resulting in a loss of ~$1.4M and causing a 99% slippage on the token. The attack exploited vulnerabilities in the &quot;price protection mechanisms&quot;, which led to the manipulation of token reserves and rewards.",1400000.0,Flash Loan Attack,https://bscscan.com/tx/0x2c123d08ca3d50c4b875c0b5de1b5c85d0bf9979dffbf87c48526e3a67396827,2024,Inferno (InfernoBuyAndBurn) / TitanX Ecosystem
2024-09-04,Penpie,"The decentralized liquidity yield project Penpie was attacked, resulting in nearly $30 million in losses. According to the analysis by the SlowMist security team, the core issue of this incident lies in Penpie’s erroneous assumption that all markets created by Pendle Finance are legitimate when registering new Pendle markets. However, Pendle Finance’s market creation process is open, allowing anyone to create a market with customizable key parameters such as the SY contract address. Exploiting this, the attacker created a market contract with a malicious SY contract. They leveraged Penpie’s mechanism, which required calls to external SY contracts to claim rewards, and used flash loans to inject a large amount of liquidity into the market and pool, artificially inflating the rewards and profiting from it.",27348259.0,Contract Vulnerability,https://www.odaily.news/newsflash/388884,2024,Penpie
2024-09-03,Pythia,"The decentralized algorithmic stablecoin protocol Pythia was attacked due to a vulnerability in its staking contract, resulting in a loss of 21 ETH (approximately $53,000).",53000.0,Contract Vulnerability,https://x.com/pythiafinance/status/1830937365918969929,2024,YodlRouter
2024-08-28,Aave,"The DeFi lending platform Aave was attacked due to a contract vulnerability. The attack occurred in a smart contract outside of Aave&#39;s core protocol, which is used to allow users to repay loans using existing collateral. The attacker exploited an arbitrary call error, successfully stealing around $56,000 from these various contracts. Aave representatives emphasized that the attack posed no risk to user funds and did not affect the security of the core Aave protocol.",56000.0,Contract Vulnerability,https://www.web3isgoinggreat.com/?id=peripheral-aave-smart-contract-hackhttps://www.web3isgoinggreat.com/?id=peripheral-aave-smart-contract-hack,2024,YodlRouter
2024-08-23,HFLH (HFLH),"HFLH (HFLH) was suspected to have been attacked on BNB, resulting in a loss of approximately $5,300.",5300.0,Price Manipulation,https://x.com/SlowMist_Team/status/1826866959482536238,2024,Unverified_667d
2024-08-13,Vow,"Vow suffers an attack due to a contract vulnerability, resulting in a loss of approximately $1.2 million.",1200000.0,Contract Vulnerability,https://x.com/Vowcurrency/status/1823407231658025300,2024,Monoswap
2024-08-12,iVest DAO,"iVest DAO was attacked due to a smart contract vulnerability, resulting in a loss of approximately $172,000.",172000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1822888837670113330,2024,iVest Token (BSC)
2024-08-06,Ronin,"The Ronin Bridge project experienced unusual cross-chain asset withdrawals, suggesting a potential attack. According to the SlowMist security team, the vulnerability was caused by the modification of weight to an unexpected value, allowing funds to be withdrawn without passing any multi-signature threshold checks. The attacker extracted approximately 4,000 ETH and 2 million USDC from the bridge, amounting to a value of around $12 million. As of August 7th, white hats have returned $12 million worth of assets and received a $500,000 bug bounty.",12000000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1820783952145355247,2024,Ronin Bridge
2024-08-06,OMPx,"OMPx was attacked, resulting in a loss of approximately $107,000. The attacker obtained initial funds through Railgun, and the stolen funds have already been deposited into Railgun.",107000.0,Unknown,https://www.panewslab.com/zh/sqarticledetails/2yi1av9u.html,2024,Spectra Finance (Interest Rate Derivative / Yield Derivative Protocol)
2024-08-03,SATOSHI (SATS),"According to monitoring by the SlowMist security team, SATOSHI (SATS) was attacked on Ethereum on August 3rd.",5000.0,Contract Vulnerability,https://etherscan.io/tx/0x1ca4c52ca78d3c5856fb3a28e46164fff23c5205c69f4835e94c54147a373cce,2024,Spectra Finance (Interest Rate Derivative / Yield Derivative Protocol)
2024-08-01,Convergence Finance,"Convergence Finance was attacked. 58M CVG have been minted and sold by the hacker for approximately $210,000 ( the whole portion of tokens dedicated to staking emissions); Approximately $2,000 of unclaimed rewards from Convex have also been stolen. A lack of validation in the input given by the user in the function claimMultipleStaking of the reward distribution contract is the root cause of the exploit.",210000.0,Contract Vulnerability,https://medium.com/@cvg_wireshark/post-mortem-08-01-2024-e80a49d108a0,2024,Convergence
2024-07-31,Terra,"Terra blockchain experienced a security breach that led to the theft of tokens. The attackers exploited a known vulnerability related to the third-party module IBC hooks, stealing the value of cross-chain assets, including USDC stablecoins and Astroport tokens. The Terra team has taken emergency measures to prevent further losses and coordinated with validators to apply a patch to fix the vulnerability. According to Zaki Manian, co-founder of Sommelier Finance, although the vulnerability was patched in the Cosmos ecosystem back in April, Terra did not include this patch in their June upgrade, resulting in the vulnerability being re-exposed and exploited.",5280000.0,Third-party Vulnerability,https://www.theblock.co/post/308440/attacker-exploits-ibc-hooks-vulnerability-to-steal-tokens-on-terra-blockchain,2024,Terra 2.0
2024-07-30,Anzen Finance,"Anzen Finance, the issuer of RWA stablecoins, announced on the X platform that on July 30, due to an error in the Blast vault contract, a white hat hacker exploited the vault to steal 500,000 USDz. The white hat returned $450,000 in a timely manner and received a $50,000 bounty as a reward.",500000.0,Contract Vulnerability,https://x.com/AnzenFinance/status/1818359128542319069,2024,UtopiaSphere (UPS)
2024-07-26,Casper Network,"On July 26, 2024, Casper Network was attacked. Following the attack, Casper Network tweeted that they had worked with validators to pause the network in order to minimize the impact of the security vulnerability until it could be patched. According to the preliminary report released by Casper Network on July 31, 13 wallets were affected in this incident. The total amount of illicit transactions is estimated to be around $6.7 million. Casper Network discovered that malicious actors exploited a vulnerability that allowed a contract installer to bypass access rights checks on urefs, enabling them to grant the contract access to uref-based resources. This privilege escalation facilitated unauthorized access, including the ability to transfer tokens.",6700000.0,Security Vulnerability,https://casper.network/en-us/news/casper-blockchain-security-update-preliminary-incident-report,2024,Astroport
2024-07-23,dYdX,"On July 23, the dydx.exchange domain was discovered to have been compromised. The attacker changed the DNS Nameservers from Cloudflare to DDoS-Guard. The attacker also successfully removed the DNSSEC settings on the domain. The attacker hosted a malicious site which requested that any connected wallets transfer ETH and other ERC20 tokens to the attacker’s Ethereum address. Two users were affected, resulting in a loss of approximately $31,000.",31000.0,DNS Attack,https://dydx.exchange/blog/dns-nameserver-hijacking-postmortem,2024,Spectra Finance (Interest Rate Derivative / Yield Derivative Protocol)
2024-07-23,Spectra,"DeFi protocol Spectra suffered an attack, resulting in a loss of approximately $550,000. Spectra has disabled the application and terminated the router contract to contain the situation, while the core protocol contract remains unaffected. Security personnel Chaofan Shou indicated that the attack stemmed from an arbitrary call in the router contract, allowing the attacker to drain all tokens approved by the contract. On July 24th, Spectra released a security incident analysis report, stating that the attacker hijacked user transactions on Spectra, affecting a total of 4 wallets and causing a loss of approximately 168 ETH. The core protocol contract of Spectra remains unaffected, with the funds within the contract secure. The application was restored on the morning of July 24th.",550000.0,Contract Vulnerability,https://x.com/spectra_finance/status/1815813300111786488,2024,UtopiaSphere (UPS)
2024-07-23,DeltaPrime,"On July 23, an attacker exploited a misconfiguration to gain access to $1 million from 13 different Prime accounts. This misconfiguration allowed the attacker to illegitimately transfer ownership of the Prime accounts to their own address, enabling them to repay loans and withdraw collateral. On July 24, the attacker returned $900,000.",1000000.0,Contract Vulnerability,https://medium.com/@Delta_Prime/deltaprime-post-mortem-report-752bd60a25e6,2024,DeltaPrime
2024-07-21,UPS,"UPS on BNBChain was attacked again, losing about $521K. On April 8th, UPS was previously attacked on BNBChain, losing about $30K.",521000.0,Unknown,https://bscscan.com/tx/0x1ddf415a4b18d25e87459ad1416077fe7398d5504171d4ca36e757b1a889f604,2024,UtopiaSphere (UPS)
2024-07-19,Rho Markets,"A misconfiguration in the Rho Markets lending protocol allowed an MEV bot operator to take $7.6 million from the project&#39;s users across multiple chains. The MEV bot operator sent an on-chain message indicating their willingness to return all the funds. Subsequently, the MEV bot operator returned the funds as planned.",7600000.0,Oracle Misconfiguration,https://www.panewslab.com/zh/sqarticledetails/wdq528s5.html,2024,Rho Markets
2024-07-16,LI.FI,"According to the monitoring by the SlowMist security team, the cross-chain bridge aggregation protocol LI.FI has experienced suspicious transactions, resulting in user losses of over $10 million. Please revoke approvals to the related contracts.",11600000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1813195343057866972,2024,LI.FI (Cross-chain Bridge/Swap Aggregator)
2024-07-15,Minterest,"According to Fuzzland co-founder Chaofan Shou, the cross-chain lending protocol Minterest was attacked. The attacker used a flash loan attack, resulting in a loss of approximately $1.4 million for the protocol.",1400000.0,Flash Loan Attack,https://x.com/Minterest/status/1812540672248820033,2024,Minterest
2024-07-12,Dough Finance,"Dough Finance was attacked due to a contract vulnerability. Some unauthorized funds were extracted by hackers, resulting in a loss of approximately $2.1 million. Around 76 ETH (approximately $260,000) has been returned by white hat hackers.",2100000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1811655943056425236,2024,ETHTrustFund
2024-07-11,Smart Bank Token (SBT),"The Smart Bank Token (SBT) contract on BNBChain was attacked, resulting in a loss of approximately $56,000.",56000.0,Unknown,https://bscscan.com/tx/0x9a8c4c4edb7a76ecfa935780124c409f83a08d15c560bb67302182f8969be20d,2024,Will
2024-07-11,OpSec,"The OpSec staking contract was maliciously upgraded, allowing the attacker to withdraw and sell OPSEC tokens worth approximately 59 ETH (around $182,000).",182000.0,Security Vulnerability,https://x.com/OpSecCloud/status/1811074256220115283,2024,DeFiPlaza V2 (XDP2 DEX)
2024-07-08,Linking The World (LW),"According to monitoring by the SlowMist security team, Linking The World (LW) was attacked on BNBChain due to a contract vulnerability, losing approximately $80,000.",80000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1810218484196118748,2024,Will
2024-07-02,Bittensor,"On July 2, 2024, the decentralized AI project Bittensor was attacked, resulting in some Bittensor wallet users being compromised. The hackers stole approximately 32,000 TAO tokens, valued at around $8 million. On-chain investigator ZachXBT suggested that the attack may have been due to a private key leak. However, Bittensor later clarified that the affected users were actually compromised because a malicious Bittensor package had been uploaded to the Python PyPi package manager.",8000000.0,Security Vulnerability,https://blog.bittensor.com/bittnesor-community-update-july-3-2024-45661b1d542d,2024,Bittensor
2024-07-02,MintRisesPrices,"MintRisesPrices on BNBChain suffered a reentrancy attack, resulting in a loss of approximately $59,000.",59000.0,Reentrancy Attack,https://x.com/SlowMist_Team/status/1808324198861004903,2024,Will
2024-06-26,APEMAGA,"APEMAGA on Ethereum suspected to have been attacked, resulting in a loss of approximately $32,000.",32000.0,Unknown,https://etherscan.io/tx/0xb310d76120a8a1124533e49d6e91721624435b0df240b54c897307205df06105,2024,Will
2024-06-23,Sportsbet,"According to monitoring by on-chain detective ZachXBT, the online gambling platform Sportsbet was also suspected to be attacked by the same hacker as BtcTurk, resulting in a loss of over $3.5 million.",3500000.0,Unknown,https://www.odaily.news/newsflash/376440,2024,UwU Lend #2
2024-06-22,BtcTurk,"The Turkish cryptocurrency exchange BtcTurk has acknowledged that they suffered a hack. The exchange halted deposits and withdrawals while investigating, and said they are working with law enforcement. Furthermore, the exploiter sold substantial amounts of some cryptocurrencies, including Luna Classic, causing major price movements in those tokens.",90000000.0,Unknown,https://www.web3isgoinggreat.com/?id=btcturk-exploited-for-at-least-55-million,2024,
2024-06-17,Dyson,"According to monitoring by the SlowMist security team, Dyson on BNBChain was attacked, resulting in a loss of approximately $31,000.",31000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1802606892428177440,2024,Will
2024-06-17,WIFCOIN_ETH,"The meme coin WIFCOIN_ETH was suspected to be attacked, with a loss of ~$16K.",16000.0,Unknown,https://x.com/WIFCOIN_ETH/status/1803841123204382926,2024,NCD
2024-06-14,Holograph,"The Omnichain NFT protocol Holograph protocol was exploited, resulting in a loss of approximately $14.4 million. According to the team, a former contractor exploited an infinite mint vulnerability in their smart contract to release an additional 1 billion HLG tokens, which were further dumped. This malicious actor, who had funded the operator contract roughly 26 days before the attack, deployed an unverified contract on Mantle, which was used to mint the additional tokens caused by a function that exploited the protocol&#39;s verification method.",14400000.0,Contract Vulnerability,https://x.com/holographxyz/status/1801702424236990600,2024,UwU Lend
2024-06-14,AutoChain Global,"AutoChain Global&#39;s contract on BNBChain was suspected to be attacked, with a loss of approximately $113,000.",113000.0,Contract Vulnerability,https://bscscan.com/tx/0xe64530857e64e9be1c5ef669ed883770edc6cef005e9464eeb54072ee925ebba,2024,SteamSwap (MineSTM Re-attack)
2024-06-13,UwU Lend,"After the attack on June 10, UwU Lend was exploited again by the same attacker, resulting in a loss of $3.72 million. The attacker held a significant amount of USDE tokens obtained from the first attack, which allowed them to leverage the remaining USDE funds and drain other UwU lending pools.",3720000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1801161421138600443,2024,UwU Lend #2
2024-06-10,UwU Lend,"On June 10, 2024, according to the security monitoring system MistEye by SlowMist, the digital asset lending platform UwU Lend on the EVM chain was attacked, resulting in a loss of approximately $19.3 million. The attacker manipulated the price oracle by making large exchanges in the CurveFinance pool, affecting the price of the sUSDE token, and used the manipulated price to arbitrage other assets from the pool.",19300000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1800181916857155761,2024,UwU Lend
2024-06-10,JokInTheBoxETH,"MEV Bot JokInTheBoxETH was attacked, lost ~$34K. The root cause of the exploit was poorly implemented unstake function fo the staking contract. Since the unstake function does not check the state of the variable &quot;unstake&quot;, the exploiter could unstake multiple times and drian the assets.",34000.0,Contract Vulnerability,https://x.com/JokInTheBoxETH/status/1800539599082500106,2024,YYS
2024-06-10,YOLO Games,"$1.5 million was stolen from the liquidity pool on the Blast network’s gaming platform YOLO Games. The root cause was the lack of permission checks in the &quot;exitPool&quot; function, allowing anyone to impersonate liquidity providers and drain the pool. The attack was carried out by a white hat hacker, who returned 353 ETH (90% of the stolen funds), approximately $1.27 million.",1500000.0,Contract Vulnerability,https://x.com/shoucccc/status/1800353122159833195,2024,YOLO Games
2024-06-09,Loopring,"Ethereum Layer 2 protocol Loopring posted on Twitter that the some Loopring Smart Wallets were targeted in a security breach. The attack exploited wallets with only one Guardian, specifically the Loopring Official Guardian. The hacker initiated a Recovery process, falsely posing as the wallet owner to reset ownership and withdraw assets. The attack succeeded by compromising Loopring&#39;s 2FA service, allowing the hacker to impersonate the wallet owner and gain approval for the Recovery from the Official Guardian. Subsequently, the attacker transferred assets out of the affected wallets.",5000000.0,Security Vulnerability,https://x.com/loopringorg/status/1799791898296451515,2024,Loopring
2024-06-09,Lykke,"Lykke, the zero-fee crypto exchange, was suspected to be exploited, which resulted in a loss of assets worth over $22.4 million. The root cause of the exploit is unknown at the moment, and the team has yet to acknowledge the occurrence of the exploit. The stolen assets include roughly 158 BTC from the Bitcoin network and over 2161 ETH from the Ethereum Mainnet, among other assets.",22400000.0,Unknown,https://x.com/somaxbt/status/1799812652610511043,2024,UwU Lend
2024-06-07,SteamSwap (STM),"According to monitoring by the SlowMist security team, SteamSwap(STM) on BNBChain was attacked, resulting in a loss of approximately $105K.",105000.0,Price Manipulation,https://x.com/SlowMist_Team/status/1798905797440897386,2024,SteamSwap (MineSTM Re-attack)
2024-06-04,NCD,"According to monitoring by the SlowMist security team, NCD on BNBChain was attacked, resulting in a loss of approximately $20,000.",20000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1797821034319765604,2024,Crb2 (CRB Token)
2024-06-02,Velocore,"DEX Velocore experienced a security breach on June 2nd, 2024, resulting in financial losses approximating $6.8 million in ETH. The primary cause of the incident was faulty logic within the velocore__execute() function of the ConstantProductPool. When a user makes a swap on Velocore, the Vault contract makes an external call to this function to calculate the result of the swap.",6800000.0,Contract Vulnerability,https://velocorexyz.medium.com/velocore-incident-post-mortem-6197020ec3e9,2024,Velocore V2
2024-05-31,TLN Protocol,"According to monitoring by the SlowMist security team, the TLN Protocol on BNBChain was attacked, resulting in a loss of approximately $280,000.",280000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1796475220372709776,2024,MetaDragon (META Token)
2024-05-31,MixedSwapRouter,"According to monitoring by the SlowMist security team, the MixedSwapRouter on Arbitrum was attacked, resulting in a loss of approximately 293,000 WINR, valued at around $16,000.",16000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1796469028858573023,2024,Crb2 (CRB Token)
2024-05-29,MetaDragon,"According to the SlowMist security team, potential suspicious activity has been detected in the GameFi protocol MetaDragon, and users are advised to remain vigilant. MetaDragon stated that users need to convert their META NFTs into tokens as soon as possible to minimize community losses. The META NFT contract has just been hacked. The hacker converted many NFTs in wallets to META tokens and sold them. The attack path originated from the META NFT.",181000.0,Contract Vulnerability,https://x.com/MetaDragonDao/status/1795750901820665925,2024,MetaDragon (META Token)
2024-05-29,EXcommunity,"According to monitoring by the SlowMist security team, EXcommunity on BNBChain is suspected of being attacked, resulting in a loss of approximately $37,000.",37000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1795648617530995130,2024,YYS
2024-05-28,Orion Protocol,"According to the SlowMist security team, the liquidity aggregator protocol Orion&#39;s contract was attacked, resulting in a loss of approximately $616,000.",616000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1795326102157816192,2024,Normie (NORMIE memecoin)
2024-05-27,RedKeysGame,"According to the SlowMist security team, RedKeysGame on BNBChain was attacked, resulting in a loss of approximately $10,000.",10584.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1794975336192438494,2024,RedKeysCoin
2024-05-26,Normie,"According to community feedback, the Base ecosystem&#39;s meme coin NORMIE has been attacked. The attacker exploited a design flaw in the NORMIE token&#39;s cross-chain bridge, manipulating the price on the Base Chain using flash loans. Since transactions with NORMIE on the Base Chain incur taxes, these taxes are automatically directed to a wallet controlled by the project team. The attacker injected a large amount of funds into this wallet via flash loans, significantly diluting the token&#39;s supply and causing a flash crash in the price.",882000.0,Flash Loan Attack,https://www.panewslab.com/zh/sqarticledetails/xes9udaz.html,2024,Normie (NORMIE memecoin)
2024-05-22,TonUP,"The TON ecosystem Launchpad platform TonUP announced on social media that its recently launched staking contract was attacked, resulting in a loss of 307,264 UP tokens. Upon investigation, it was found that the incident was due to the smart contract engineer incorrectly configuring script parameters, leading to users mistakenly claiming staked UP assets.",107600.0,Contract Vulnerability,https://x.com/TonUP_io/status/1793006027413258631,2024,SteamSwap (MineSTM Re-attack)
2024-05-22,YON,YON on BNBChain was exploited and lost 190 BNB (～$118K) as a result. The vulnerability in the transferFrom function of the target contract (YON) allowed the attacking contract to directly transfer YON to the LP contract.,118000.0,Contract Vulnerability,https://bscscan.com/tx/0x5b3ffec387b5e77b3fc1c6423ea2cbc47b2a8dacd74eb9f20bdfd852f5c28215,2024,SteamSwap (MineSTM Re-attack)
2024-05-17,TCH,"According to the SlowMist security team&#39;s monitoring, the TCH token on the BNBChain has been continuously attacked due to a malleability issue, resulting in a loss of approximately $19,000.",19000.0,Contract Vulnerability,https://x.com/SlowMist_Team/status/1791358365194650094,2024,TCH
2024-05-16,pump.fun,"pump.fun is a Solana-based memecoin generator. On May 16th, the project suffered a $1.9 million exploit by an attacker who then began airdropping the money to somewhat random wallets. pump.fun stated on Twitter that the attack was due to a former employee exploiting their privileges within the company to illegally obtain withdrawal permissions and using a lending protocol to carry out flash loan attacks.",1900000.0,Flash Loan Attack,https://x.com/pumpdotfun/status/1791235050643636303,2024,pump.fun
2024-05-14,Sonne Finance,"Based on Compound&#39;s Optimism native lending protocol, Sonne Finance has fallen victim to a lightning loan attack by hackers, resulting in losses exceeding $20 million USD.",20000000.0,Flash Loan Attack,https://medium.com/@SonneFinance/post-mortem-sonne-finance-exploit-12f3daa82b06,2024,Sonne Finance
2024-05-14,Predy Finance,"The decentralized exchange Predy Finance on the Arbitrum chain was attacked, resulting in the loss of $464k worth of crypto assets from its lending pool.",464000.0,Contract Vulnerability,https://twitter.com/SlowMist_Team/status/1790326798469001379,2024,NORMIE
2024-05-10,Tsuru,"According to the SlowMist Security Alert system, potential suspicious activities related to Tsuru have resulted in a loss of 138.78 ETH.",410000.0,Contract Vulnerability,https://twitter.com/SlowMist_Team/status/1788936928634834958,2024,NORMIE
2024-05-10,Galaxy Fox,"According to the monitoring of the SlowMist Security Alert system, the Web3 game project Galaxy Fox has been attacked, resulting in a loss of approximately $300,000.",300000.0,Contract Vulnerability,https://twitter.com/SlowMist_Team/status/1788757935017079258,2024,TSURU
2024-05-09,Bloom,"The Blast ecosystem project Bloom was attacked, resulting in a loss of approximately $540,000. On May 10th, Bloom announced that they had successfully recovered most of the stolen funds. The Bloom team stated that after paying a 10% bug bounty, they had retrieved $486,000 of the stolen funds, which accounts for 90% of the total amount ($540,000). All recovered funds will be redistributed to liquidity providers.",540000.0,Contract Vulnerability,https://twitter.com/BloomOnBlast/status/1788695722952421689,2024,NORMIE
2024-05-08,GPU,"GPU on BNBChain was attacked, with a loss of about $32,000. There is a logic vulnerability in the _transfer function of the contract. When transferring money to yourself, the balance will increase by the amount of the transfer.",32000.0,Contract Vulnerability,https://twitter.com/SlowMist_Team/status/1788153412019978733,2024,GPU
2024-05-06,GNUS,"Fantom ecosystem project GNUS fell victim to an attack, resulting in a loss of approximately $1.27 million. GNUS.ai posted on Twitter: “Due to a recent exploit, a hacker was able to mint fake GNUS tokens on Fantom, transfer them via Axelar Bridge to Ethereum and Polygon, and sell them into existing liquidity pools. We will be conducting a snapshot at the block preceding the exploit. To ensure fairness, please refrain from purchasing GNUS tokens post-exploit, as we&#39;ll be issuing a new token.”",1270000.0,Contract Vulnerability,https://twitter.com/GnusAi/status/1787118358862942361,2024,GeniusAI
2024-05-06,OSN,"OSN on BNBChain is suspected to have been attacked. The attacker initiated multiple attack transactions, resulting in a loss of ~$110K. The attacker took advantage of the OSNLpDividendTracker contract which sells its own tokens as a reward for users adding liquidity.",110000.0,Contract Vulnerability,https://twitter.com/SlowMist_Team/status/1787330586857861564,2024,OSN
2024-05-06,Perpy Finance,"The Social Fi project Perpy Finance was attacked. A hacker was able to update the contract and illicitly withdrew 58,489,594 PRY tokens. These were then transferred and exchanged for 41.895 ETH. According to Perpy Finance&#39;s incident analysis report, &quot;this breach was made possible by an error in initializing the proxy contract for the staking liquid module, which was a fork of the staking vested model previously audited and used by Camelot. We overconfidently chose not to audit this fork, incorrectly considering it risk-free, a decision that led to this exploit.&quot;",132000.0,Contract Vulnerability,https://perpy-finance.beehiiv.com/p/update-recent-exploit,2024,Magpie Protocol
2024-05-06,Saturn,"Saturn, the new token issuance protocol, was exploited on the BNB chain, which resulted in a loss of 14.16 BNB, worth approximately $8,343. The protocol would reportedly burn and sync the asset amount before any prior token transfers, which led to a price manipulation attack that caused their SATURN/WBNB pool to be entirely empty.",8343.0,Price Manipulation,https://bscscan.com/tx/0x948132f219c0a1adbffbee5d9dc63bec676dd69341a6eca23790632cb9475312,2024,Red Keys Game
2024-04-30,Pike Finance,"On April 30th, the cross-chain lending protocol Pike Finance tweeted that its Pike Beta protocol had been attacked, resulting in losses of 99,970.48 ARB, 64,126 OP, and 479.39 ETH. The exploit was caused by weak security measures in Pike&#39;s contract functions when handling CCTP transfers. On April 26th, Pike Finance&#39;s USDC pool was hacked, resulting in losses of approximately $300,000.",1680000.0,Contract Vulnerability,https://twitter.com/PikeFinance/status/1785572875124330644,2024,Pike V1
2024-04-30,Yield Protocol,"A hacker stole approximately $181,000 worth of crypto assets from Yield’s strategic contracts present on the Arbitrum blockchain. The hacker exploited a discrepancy between the pool token balance and total supply with flash-loaned assets and then withdrew extra pool tokens.",181000.0,Contract Vulnerability,https://www.odaily.news/newsflash/367002,2024,Yield Protocol
2024-04-29,Rain,"Crypto detective ZachXBT stated on his Telegram channel that the Middle Eastern cryptocurrency exchange Rain appears to have been hacked, resulting in a loss of $14.8 million USD. The breach occurred on April 29, 2024, when Rain&#39;s BTC, ETH, SOL, and XRP wallets experienced suspicious outflows of funds, which were quickly transferred to instant exchanges and converted into BTC and ETH.",14800000.0,Unknown,https://www.panewslab.com/zh/sqarticledetails/u54xv6ns.html,2024,
2024-04-28,Ember Sword NFT,"A vulnerability has been detected in the unverified Ember Sword NFT auction that allowed the extraction of 60 WETH, equivalent to approximately $195,000, from 159 victims who approved the contract.",195000.0,Contract Vulnerability,https://www.binance.com/en/square/post/2024-04-28-unverified-ember-sword-nft-auction-contract-vulnerability-detected-users-cautioned-7364618042609,2024,Yield Protocol
2024-04-26,Pike Finance,"The cross-chain lending protocol Pike Finance tweeted that the USDC pool on Pike Beta has been exploited by a hacker. The total amount of USDC exploited is 299,127. The root cause is led by forged CCTP message to drain USDC on Ethereum, Arbitrum and Optimism chain.",299127.0,Contract Vulnerability,https://twitter.com/PikeFinance/status/1783989069212799321,2024,TSURU
2024-04-25,YIEDL,"According to intelligence from the SlowMist Security Team, the YIEDL project on the BSC chain was attacked, with the attacker stealing approximately $300,000. In this incident, the reason lies in the contract’s failure to adequately validate the external parameter(dataList) provided by the user during the processing of the redeem function call. This parameter is critical data for controlling asset exchanges, typically containing specific transaction instructions or routing information. The attacker maliciously constructed this external parameter, enabling unauthorized asset transfers.",300000.0,Contract Vulnerability,https://twitter.com/SlowMist_Team/status/1782962346039898473,2024,TSURU
2024-04-25,FENGSHOU (NGFS),"Shortly after the deployment of the FENGSHOU (NGFS) token, it was attacked, resulting in a loss of approximately $191,000. The vulnerability lies in a public `delegateCallReserves` function which allows the attacker to set an arbitrary address to a UniSwapV2 proxy.",191000.0,Contract Vulnerability,https://twitter.com/ddimitrovv22/status/1784223165251489952,2024,Yield Protocol
2024-04-24,X Bridge,"The cross-chain bridge X Bridge has experienced multiple suspicious transactions, which are still ongoing. A suspicious address was recently funded by Tornado Cash on BNBChain, then bridged to ETH, and subsequently deposited 0.15 ETH into &#39;OwnedUpgradeabilityProxy.&#39; Shortly after, a withdrawal of 482M STC totaling $824K was made from your &#39;OwnedUpgradeabilityProxy&#39; contract.",824000.0,Unknown,https://www.panewslab.com/zh/sqarticledetails/6xjzb1bo.html,2024,SaitaChain XBridge
2024-04-24,XBridge,"The cross-chain bridge project XBridge was exploited due to a smart contract vulnerability on the Ethereum Mainnet and the BNB chain, resulting in a loss of approximately $1.44 million.",1440000.0,Contract Vulnerability,https://etherscan.io/tx/0x903d88a92cbc0165a7f662305ac1bff97430dbcccaa0fe71e101e18aa9109c92,2024,Pike V1
2024-04-23,Magpie Protocol,"The decentralized liquidity aggregation protocol Magpie Protocol was attacked due to a contract vulnerability, resulting in $129,000 being stolen from 221 wallets. The root cause is due to unchecked call data. The attacker called the contract&#39;s swap() function and passed in data which included a list of users to transfer tokens from.",129000.0,Contract Vulnerability,https://medium.com/@Magpieprotocol/magpie-protocol-smart-contract-vulnerability-post-mortem-f6400db0a25e,2024,Magpie Protocol
2024-04-22,Z123,"Z123 on BSC was attacked by a hacker due to a contract vulnerability, resulting in a loss of approximately $136k. The .update() function of Z123 was repeatedly called which burned extra tokens and inflated the price.",136000.0,Contract Vulnerability,https://twitter.com/SlowMist_Team/status/1782324056647516180,2024,Magpie Protocol
